-24.4487,-23.5202,-25.9998
-23.2131,-24.7286,-26
-20.4616,-26,-25.9998
-18.7954,-25.9999,-25.9998
-16.5006,-24.489,-25.9999
-14.7429,-24.4887,-26
-11.625,-25.9999,-25.9999
-7.47646,-24.4122,-25.9997
-4.83555,-25.9999,-25.9999
-3.01686,-26,-25.9996
0.504118,-26,-25.9998
2.2111,-26,-25.9998
3.14746,-24.5478,-25.9999
4.61637,-23.5552,-26
8.82103,-25.9999,-25.9998
11.3193,-24.512,-25.9998
14.9339,-24.5906,-25.9998
16.6907,-24.5933,-25.9999
20.2817,-24.5514,-25.9999
22.7874,-25.9999,-25.9998
25.9999,-26,-25.9999
-26,-22.7279,-25.9997
-23.1024,-21.5095,-25.9999
-20.3317,-23.2109,-26
-17.8864,-23.535,-25.9998
-15.7839,-22.9674,-25.9996
-12.736,-21.1497,-25.9999
-10.1165,-22.7629,-25.9999
-8.34138,-22.8392,-25.9999
-5.61258,-21.4076,-25.9999
-3.01631,-23.0434,-26
-2.12576,-21.6268,-26
-0.213066,-21.5706,-25.9998
2.7253,-20.6604,-26
5.34393,-20.4409,-25.9999
11.3625,-21.8325,-26
12.3461,-23.2017,-25.9999
14.0458,-23.1938,-25.9998
16.6782,-21.7229,-25.9998
18.4091,-21.7194,-25.9999
23.0102,-23.2285,-25.9999
26,-24.1524,-25.9999
-24.4156,-20.1152,-25.9999
-22.9908,-19.0133,-25.9999
-20.6351,-19.4917,-25.9997
-19.2752,-18.6779,-25.9996
-16.5544,-18.0294,-25.9999
-14.8698,-18.5875,-26
-10.5758,-18.2328,-26
-8.12193,-19.8155,-25.9999
-5.36761,-18.3757,-25.9997
-3.64312,-18.4647,-25.9999
-1.92221,-18.692,-26
1.13823,-20.0557,-25.9999
3.78771,-17.8393,-25.9999
8.30375,-18.7321,-26
9.83668,-19.4708,-25.9996
12.141,-20.3539,-25.9999
13.7813,-17.3897,-25.9997
16.4978,-18.8135,-25.9998
20.8676,-20.1659,-25.9999
23.2248,-17.9115,-25.9996
26,-18.0422,-25.9999
-25.9999,-17.515,-25.9999
-23.0575,-17.3573,-26
-20.3166,-15.4172,-25.9999
-18.1849,-17.505,-25.9996
-15.3672,-16.9056,-25.9999
-12.1249,-17.7236,-26
-10.5066,-14.904,-25.9999
-8.78811,-15.3026,-26
-5.991,-13.9836,-25.9997
-3.16795,-15.503,-25.9997
-1.39166,-15.8654,-25.9997
1.60429,-15.3142,-25.9998
3.84372,-16.1234,-26
6.79346,-16.2538,-25.9997
8.212,-15.3468,-25.9999
11.0701,-15.2785,-25.9999
14.618,-15.9518,-26
17.2652,-15.5982,-26
20.1808,-17.2174,-25.9999
21.7992,-17.0316,-25.9997
24.6448,-17.0682,-25.9999
-26,-11.9352,-25.9999
-23.2377,-15.6726,-26
-20.9058,-12.0295,-25.9999
-17.7081,-13.0767,-25.9999
-14.7825,-12.451,-25.9999
-12.1889,-14.5131,-25.9998
-9.46624,-13.6193,-25.9999
-7.78303,-13.9023,-25.9998
-4.20066,-14.0797,-25.9997
-1.83566,-14.2949,-25.9999
1.55897,-13.6198,-25.9998
3.20537,-12.9409,-25.9999
6.14617,-13.7134,-25.9999
8.97554,-12.6388,-25.9998
11.9848,-13.9278,-25.9998
14.5324,-11.9547,-25.9999
15.7909,-14.7227,-25.9998
17.3115,-13.9115,-25.9999
18.8431,-13.1729,-25.9996
21.805,-15.2233,-25.9998
24.6083,-13.4885,-26
-26,-10.2047,-25.9996
-23.0864,-9.96357,-25.9999
-19.716,-10.8781,-25.9999
-18.564,-9.7148,-25.9999
-16.4484,-11.9283,-25.9999
-13.564,-11.3033,-25.9999
-11.2097,-8.841,-25.9998
-8.64829,-8.96425,-25.9999
-5.84649,-9.44274,-25.9999
-2.7634,-10.1038,-25.9998
-0.373266,-11.0322,-25.9999
2.38618,-11.5343,-25.9999
4.53132,-9.52038,-26
5.697,-10.8395,-26
10.9478,-9.9714,-25.9996
12.5469,-9.4768,-25.9997
16.1394,-9.55476,-25.9999
17.6555,-8.88908,-25.9997
21.9114,-9.86981,-25.9999
23.3002,-9.00418,-25.9997
26,-10.8286,-25.9997
-26,-6.69266,-26
-24.5932,-7.63551,-26
-19.4502,-6.45313,-25.9999
-16.5109,-5.8059,-25.9996
-16.0555,-7.42455,-25.9999
-13.112,-6.60455,-26
-10.2492,-6.12695,-25.9998
-7.04979,-8.37754,-25.9999
-5.29308,-6.06663,-25.9999
-1.03694,-7.05589,-25.9998
-0.101667,-9.37689,-25.9999
3.3633,-8.24955,-25.9999
5.78946,-8.47332,-26
7.80549,-5.90357,-25.9998
8.93,-7.17379,-25.9999
12.289,-6.54784,-26
13.9654,-6.24655,-25.9998
17.5885,-7.23441,-25.9999
19.1119,-8.06001,-25.9999
22.0254,-7.99174,-26
26,-7.17026,-25.9999
-24.4434,-4.06664,-26
-23.0019,-5.09762,-25.9999
-18.2259,-5.33631,-26
-17.0061,-4.24192,-25.9999
-15.2222,-4.69069,-25.9998
-13.4722,-4.92439,-25.9998
-9.93736,-1.8483,-25.9996
-6.98616,-5.10889,-25.9999
-5.48103,-4.36639,-25.9999
-2.40196,-4.31476,-26
0.559046,-6.08862,-25.9999
2.01353,-5.17884,-25.9998
6.76723,-4.58516,-25.9997
9.12104,-2.54479,-25.9999
10.1012,-3.93263,-26
13.4434,-3.33987,-26
15.2965,-3.15148,-25.9999
18.604,-3.07638,-25.9999
20.0156,-2.12833,-25.9999
23.2811,-2.55994,-25.9999
25.9999,-2.92326,-25.9997
-26,0.451123,-25.9999
-22.9739,0.446467,-26
-21.3241,-0.167678,-25.9998
-19.6277,-0.0877556,-25.9997
-15.0403,-1.73089,-25.9999
-12.5449,-0.257237,-25.9998
-9.15673,-0.310451,-25.9999
-8.16798,-1.62771,-25.9999
-3.98046,-0.208043,-25.9996
-2.45291,-0.90053,-25.9999
0.525138,-2.53973,-26
2.01317,-1.63606,-25.9999
3.42538,-2.51957,-25.9998
7.33157,-0.27594,-25.9996
10.1536,0.236748,-26
11.699,-0.33836,-25.9996
14.1041,-1.82598,-25.9996
16.9029,-2.40272,-26
21.7524,0.230336,-25.9999
23.1627,-0.830796,-25.9999
-26,3.90293,-26
-21.6163,1.47081,-26
-19.9767,1.56449,-25.9999
-16.1069,2.64434,-26
-15.0814,1.27772,-25.9999
-13.3976,1.27888,-26
-11.6898,1.25426,-25.9999
-9.06474,2.63216,-25.9997
-5.75137,0.706038,-26
-3.83645,2.89538,-26
-2.28387,2.48545,-25.9999
0.648501,2.49676,-26
3.79166,2.5085,-25.9997
5.3141,1.81659,-25.9997
8.18884,2.53837,-25.9998
9.54949,3.6515,-25.9999
13.2941,1.26978,-25.9998
15.6476,2.96215,-25.9999
18.1478,0.227734,-25.9999
21.7914,1.92461,-25.9999
24.5757,0.0415318,-26
-24.6505,4.81731,-25.9999
-23.1989,3.94746,-25.9996
-20.0832,3.24769,-26
-17.1979,5.45936,-25.9999
-15.5924,5.89573,-25.9999
-12.3275,5.87946,-25.9997
-10.6494,5.70263,-25.9998
-7.27256,5.5862,-25.9998
-5.59626,5.57934,-25.9997
-2.11516,5.63294,-25.9999
-0.58755,4.97239,-25.9997
1.83368,5.49088,-25.9999
3.41422,4.70567,-25.9999
6.34546,4.89912,-25.9997
9.37699,5.35542,-26
11.1343,3.06,-25.9997
15.646,4.64748,-25.9999
17.2022,4.00787,-25.9999
20.2102,4.37519,-25.9999
21.7436,3.66452,-25.9998
24.5853,5.47923,-25.9999
-24.4599,6.83387,-26
-22.7854,7.28671,-25.9999
-19.3667,7.95718,-25.9999
-17.6911,8.4538,-25.9999
-14.2397,9.0063,-25.9998
-13.2467,7.53217,-25.9997
-8.96359,8.67497,-25.9998
-8.0703,10.1623,-25.9999
-4.70672,6.97743,-25.9999
-1.71862,10.8083,-25.9997
0.051996,8.003,-26
1.49153,8.84304,-25.9999
4.46976,9.25247,-25.9999
6.17818,6.69358,-26
10.2227,9.87075,-25.9999
12.1659,7.48126,-26
15.2028,8.03253,-25.9999
18.263,8.36145,-26
19.862,7.72875,-25.9997
23.1027,6.31108,-25.9999
24.4466,9.12206,-25.9998
-26,12.9308,-25.9999
-23.1495,10.1332,-26
-20.4921,9.2661,-25.9997
-18.858,9.59258,-26
-15.9806,12.0227,-25.9999
-13.3425,10.4261,-25.9999
-11.4907,10.3479,-25.9999
-9.77429,10.2509,-25.9998
-5.34564,11.4606,-25.9996
-2.58081,12.5609,-26
0.795369,12.058,-25.9997
1.15881,10.4527,-26
4.18184,10.9768,-25.9999
7.54843,7.74413,-25.9999
9.74439,11.7779,-25.9999
11.8914,9.15625,-26
14.9946,9.75798,-25.9998
18.5092,11.5775,-25.9999
20.1762,11.4431,-26
24.796,11.0376,-25.9999
