-87.3869,-87.5359,-88.9998
-85.6349,-87.5895,-88.9999
-82.2773,-87.5849,-88.9996
-81.3968,-89,-89
-76.1305,-89,-88.9997
-75.2458,-87.5425,-88.9999
-71.1218,-89,-88.9999
-69.5355,-89,-89
-67.9043,-88.9999,-89
-67.1216,-87.5046,-88.9997
-64.5421,-89,-88.9996
-61.931,-87.6215,-89
-59.3629,-89,-89
-55.9984,-89,-89
-54.3777,-89,-88.9997
-51.8881,-87.0795,-89
-48.4813,-87.618,-88.9999
-45.9292,-88.9999,-89
-44.19,-89,-88.9997
-42.347,-89,-88.9997
-40.5978,-89,-88.9999
-36.4265,-87.531,-88.9999
-35.5825,-89,-88.9998
-32.9589,-87.5926,-88.9999
-31.1637,-87.6187,-89
-27.6945,-87.6007,-88.9999
-26.1038,-87.5142,-88.9999
-22.8961,-87.5573,-88.9998
-22.0365,-89,-88.9998
-19.5537,-87.5732,-88.9999
-17.0579,-89,-88.9999
-15.3988,-89,-89
-12.0747,-89,-88.9997
-7.89123,-87.5919,-88.9997
-8.73337,-89,-88.9996
-3.76809,-88.9999,-88.9999
-0.549047,-89,-89
1.98653,-87.6284,-88.9999
4.59871,-89,-88.9999
6.32595,-89,-88.9998
8.90008,-87.5705,-88.9999
11.0482,-87.259,-88.9999
14.5387,-89,-88.9998
17.4329,-87.4415,-88.9998
19.5706,-87.5016,-88.9998
23.0245,-87.6794,-88.9999
24.7801,-87.5486,-88.9998
27.1326,-89,-89
30.0653,-86.072,-88.9999
34.5878,-87.5842,-88.9999
35.4329,-89,-88.9999
37.9715,-87.5869,-88.9997
39.6612,-87.6117,-88.9999
43.8768,-89,-88.9998
46.3973,-87.581,-89
47.26,-89,-88.9997
50.6631,-89,-88.9997
52.3639,-88.9999,-88.9999
54.085,-88.9998,-89
56.6685,-87.5931,-88.9999
59.2485,-88.9999,-88.9999
63.5993,-87.6482,-88.9999
64.5101,-89,-88.9997
68.726,-89,-88.9998
70.7943,-88.9998,-88.9999
73.1484,-88.9999,-88.9998
74.9523,-89,-88.9997
76.6883,-89,-88.9997
80.3863,-89,-89
82.2983,-89,-88.9999
85.6392,-89,-88.9999
87.2415,-89,-88.9997
-89,-86.0817,-89
-85.8997,-84.6097,-89
-82.3409,-84.7266,-89
-80.6109,-84.771,-88.9997
-78.8573,-84.7948,-89
-77.1054,-84.782,-88.9998
-75.1976,-84.6139,-89
-72.6338,-84.8148,-88.9999
-68.8803,-84.4152,-88.9999
-66.2554,-86.1062,-88.9999
-65.3059,-84.7744,-88.9996
-62.8119,-86.2362,-89
-60.1792,-87.5811,-88.9997
-57.9934,-84.9886,-89
-56.5221,-86.0195,-88.9997
-51.9942,-85.183,-88.9999
-50.5567,-85.9569,-88.9997
-47.7035,-86.0808,-88.9997
-46.0002,-86.0863,-88.9999
-44.2293,-86.2211,-88.9999
-41.5839,-84.8685,-89
-38.0692,-87.4971,-88.9999
-37.2046,-85.9446,-88.9997
-33.8026,-86.1721,-89
-31.9834,-86.2033,-88.9999
-29.3775,-87.5922,-89
-25.2299,-85.1127,-88.9997
-22.9562,-84.8753,-88.9999
-20.4132,-86.1343,-88.9999
-17.9551,-84.6376,-89
-16.307,-84.5202,-88.9999
-12.0134,-83.3316,-88.9999
-10.3862,-86.1763,-88.9996
-6.11868,-84.8104,-89
-4.14001,-85.0561,-88.9997
-3.09967,-83.7483,-89
0.231784,-84.8645,-89
2.8495,-86.2375,-88.9998
4.56447,-86.2183,-88.9999
8.00605,-86.1971,-88.9999
9.78226,-86.1323,-88.9998
13.1306,-85.4172,-89
16.0502,-83.7888,-88.9998
17.3312,-84.9565,-88.9999
